PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, AC79
Station name, Montague2_AK2010
Begin Date, 2010-07-30
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, AC79.pbo.nam08.pos
Offset from source file, 93.99 mm North, -35.44 mm East, -7.68 mm Vertical
Reference position, 59.9978699330 North Latitude, -147.4030448395 East Longitude, 287.76134 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2012-06-15,84.78, -31.58, -10.97, 1.43, 1.06, 4.31, repro,
2012-06-16,84.48, -31.65, -13.56, 1.38, 1.03, 4.19, repro,
2012-06-17,86.17, -31.72, -11.41, 1.56, 1.21, 4.6, repro,
2012-06-18,85.94, -32.09, -13.78, 1.42, 1.05, 4.26, repro,
2012-06-19,86.14, -32.68, -12.83, 1.46, 1.07, 4.41, repro,
2012-06-20,85.83, -32.22, -13.30, 1.33, 0.97, 4, repro,
2012-06-21,86.14, -32.10, -16.01, 1.52, 1.12, 4.6, repro,
2012-06-22,86.68, -32.48, -17.46, 1.42, 1.06, 4.31, repro,
2012-06-23,86.79, -32.52, -17.56, 1.39, 1.01, 4.15, repro,
2012-06-24,87.40, -32.78, -16.60, 1.81, 1.32, 5.48, repro,
2012-06-25,86.75, -33.26, -9.77, 1.5, 1.1, 4.51, repro,
2012-06-26,86.60, -32.94, -9.24, 1.33, 0.98, 3.98, repro,
2012-06-27,86.36, -33.10, -9.29, 1.36, 1, 4.07, repro,
2012-06-28,86.30, -31.46, -11.24, 1.42, 1.05, 4.27, repro,
2012-06-29,85.84, -32.87, -13.05, 1.31, 0.96, 3.93, repro,
2012-06-30,87.02, -33.20, -11.78, 1.41, 1.03, 4.19, repro,
2012-07-01,86.95, -33.14, -8.89, 1.4, 1.03, 4.25, repro,
2012-07-02,86.20, -33.19, -6.70, 1.32, 0.97, 3.97, repro,
2012-07-03,87.30, -33.17, -11.25, 1.54, 1.12, 4.65, repro,
2012-07-04,88.66, -33.85, -10.79, 1.47, 1.07, 4.45, repro,
2012-07-05,88.65, -34.20, -13.40, 1.41, 1.04, 4.27, repro,
2012-07-06,89.01, -34.71, -9.88, 1.41, 1.04, 4.27, repro,
2012-07-07,88.69, -34.35, -13.43, 1.39, 1.01, 4.21, repro,
2012-07-08,89.04, -33.08, -14.33, 1.64, 1.2, 4.99, repro,
2012-07-09,88.74, -32.80, -14.00, 1.6, 1.21, 4.83, repro,
2012-07-10,87.23, -32.68, -10.62, 1.44, 1.05, 4.37, repro,
2012-07-11,89.20, -33.53, -13.37, 1.5, 1.09, 4.55, repro,
2012-07-12,88.20, -34.02, -13.70, 1.47, 1.05, 4.35, repro,
2012-07-13,88.98, -33.33, -11.15, 1.41, 1.03, 4.31, repro,
2012-07-14,88.19, -32.13, -11.06, 1.49, 1.08, 4.52, repro,
2012-07-15,90.91, -34.57, -11.34, 2.12, 1.58, 6.44, repro,
2012-07-16,89.93, -32.89, -12.39, 1.57, 1.19, 4.77, repro,
2012-07-17,89.11, -32.75, -13.22, 1.36, 1.01, 4.15, repro,
2012-07-18,89.34, -33.80, -9.29, 1.37, 1.02, 4.22, repro,
2012-07-19,89.42, -33.82, -9.40, 1.44, 1.08, 4.38, repro,
2012-07-20,88.86, -33.69, -10.14, 1.53, 1.13, 4.62, repro,
2012-07-21,88.11, -34.54, -7.82, 1.86, 1.37, 5.76, repro,
2012-07-22,89.60, -35.22, -11.82, 1.73, 1.29, 5.35, repro,
2012-07-23,89.36, -33.83, -15.22, 1.47, 1.1, 4.52, repro,
2012-07-24,88.77, -34.29, -10.83, 1.33, 1.01, 4.09, repro,
2012-07-25,88.88, -34.30, -12.65, 1.36, 1.06, 4.12, repro,
2012-07-26,89.53, -34.28, -10.29, 1.3, 0.99, 3.99, repro,
2012-07-27,88.79, -34.35, -10.10, 1.61, 1.18, 4.91, repro,
2012-07-28,88.21, -35.10, -8.10, 1.57, 1.15, 4.8, repro,
2012-07-29,89.01, -34.61, -8.06, 1.51, 1.12, 4.65, repro,
2012-07-30,91.08, -34.82, -8.35, 1.7, 1.24, 5.21, repro,
2012-07-31,91.14, -34.40, -9.13, 1.43, 1.06, 4.37, repro,
2012-08-01,90.17, -33.87, -6.20, 1.61, 1.21, 4.96, repro,
2012-08-02,90.49, -34.35, -8.14, 1.76, 1.28, 5.38, repro,
2012-08-03,89.46, -33.85, -6.90, 1.34, 1.03, 4.1, repro,
2012-08-04,90.43, -34.36, -13.00, 1.44, 1.07, 4.4, repro,
2012-08-05,90.96, -34.27, -7.13, 1.5, 1.11, 4.6, repro,
2012-08-06,90.56, -35.83, -10.48, 1.66, 1.23, 5.12, repro,
2012-08-07,89.35, -34.55, -8.87, 1.52, 1.11, 4.63, repro,
2012-08-08,89.74, -34.43, -4.51, 1.59, 1.19, 4.99, repro,
2012-08-09,91.33, -35.03, -8.78, 1.45, 1.07, 4.42, repro,
2012-08-10,91.91, -34.80, -9.02, 1.46, 1.07, 4.44, repro,
2012-08-11,91.36, -34.12, -11.08, 1.71, 1.24, 5.2, repro,
2012-08-12,91.92, -34.67, -8.56, 1.28, 0.95, 3.91, repro,
2012-08-13,92.58, -34.48, -9.95, 1.32, 1.01, 4.02, repro,
2012-08-14,93.05, -35.03, -12.05, 1.5, 1.1, 4.58, repro,
2012-08-15,93.16, -35.96, -6.74, 1.75, 1.25, 5.27, repro,
2012-08-16,92.04, -36.12, -6.96, 1.47, 1.08, 4.49, repro,
2012-08-17,91.67, -35.54, -9.21, 1.48, 1.09, 4.53, repro,
2012-08-18,91.82, -35.33, -7.36, 1.36, 1.01, 4.12, repro,
2012-08-19,91.26, -35.62, -10.53, 1.66, 1.21, 5.12, repro,
2012-08-20,93.01, -36.11, -6.34, 1.73, 1.26, 5.29, repro,
2012-08-21,92.87, -35.85, -8.40, 1.39, 1.03, 4.29, repro,
2012-08-22,93.41, -35.22, -8.92, 1.39, 1.02, 4.25, repro,
2012-08-23,94.78, -36.37, -13.09, 1.96, 1.43, 6.06, repro,
2012-08-24,93.28, -36.57, -7.48, 1.59, 1.16, 4.89, repro,
2012-08-25,93.73, -35.76, -5.80, 1.51, 1.14, 4.62, repro,
2012-08-26,93.41, -35.93, -6.85, 1.62, 1.19, 4.96, repro,
2012-08-27,93.22, -36.34, -1.48, 1.86, 1.34, 5.74, repro,
2012-08-28,94.65, -39.81, -7.77, 2.02, 1.47, 6.3, repro,
2012-08-29,93.66, -36.36, -4.58, 1.53, 1.18, 4.73, repro,
2012-08-30,92.75, -35.91, -5.84, 1.98, 1.44, 6.13, repro,
2012-08-31,95.09, -37.91, -8.02, 1.81, 1.33, 5.61, repro,
2012-09-01,93.92, -36.63, -8.88, 1.7, 1.25, 5.26, repro,
2012-09-02,94.19, -35.69, -7.70, 1.57, 1.16, 4.82, repro,
2012-09-03,96.15, -36.50, -9.87, 1.89, 1.4, 5.8, repro,
2012-09-04,93.79, -36.27, -7.76, 1.74, 1.27, 5.35, repro,
2012-09-05,97.24, -36.10, -6.80, 2.21, 1.59, 6.87, repro,
2012-09-06,93.87, -35.00, -7.22, 1.77, 1.3, 5.44, repro,
2012-09-07,95.09, -36.61, -8.60, 1.58, 1.18, 4.88, repro,
2012-09-08,95.19, -36.97, -9.10, 1.56, 1.17, 4.8, repro,
2012-09-09,96.80, -36.81, -2.96, 1.58, 1.17, 4.8, repro,
2012-09-10,98.10, -37.33, -0.95, 1.55, 1.17, 4.75, repro,
2012-09-11,96.52, -36.99, -7.41, 1.47, 1.11, 4.48, repro,
2012-09-12,97.34, -38.00, -11.15, 1.69, 1.25, 5.14, repro,
2012-09-13,94.62, -37.41, -6.48, 1.38, 1.06, 4.24, repro,
2012-09-14,95.37, -36.70, -8.95, 1.38, 1.06, 4.24, repro,
2012-09-15,96.68, -36.79, -7.99, 1.51, 1.16, 4.67, repro,
2012-09-16,96.63, -36.99, -10.01, 1.66, 1.26, 5.11, repro,
2012-09-17,99.48, -36.19, -1.73, 1.78, 1.35, 5.48, repro,
2012-09-18,98.08, -36.43, -6.22, 1.51, 1.17, 4.61, repro,
2012-09-19,98.36, -36.39, -5.32, 1.7, 1.32, 5.32, repro,
2012-09-20,99.60, -35.15, -4.76, 2.11, 1.57, 6.57, repro,
2012-09-21,99.47, -34.92, -6.84, 2.14, 1.58, 6.64, repro,
2012-09-22,101.68, -34.70, -1.57, 2.22, 1.63, 6.91, repro,
2012-09-23,98.89, -33.64, 0.63, 1.94, 1.45, 6.03, repro,
2012-09-24,98.67, -34.60, -7.84, 1.42, 1.11, 4.37, repro,
2012-09-25,101.28, -36.33, -7.60, 1.58, 1.22, 4.85, repro,
2012-09-26,100.58, -35.32, -5.38, 1.81, 1.36, 5.58, repro,
2012-09-27,99.03, -33.95, -0.10, 1.71, 1.3, 5.26, repro,
2012-09-28,98.31, -34.66, -7.68, 1.55, 1.2, 4.81, repro,
2012-09-29,99.44, -35.66, -8.84, 1.63, 1.25, 5.02, repro,
2012-09-30,100.18, -36.43, -11.82, 1.68, 1.28, 5.19, repro,
2012-10-01,98.95, -35.34, -10.90, 1.45, 1.12, 4.47, repro,
2012-10-02,100.23, -36.53, -13.05, 1.43, 1.11, 4.39, repro,
2012-10-03,101.17, -36.11, -12.79, 1.5, 1.15, 4.58, repro,
2012-10-04,100.28, -35.62, -13.20, 2.14, 1.59, 6.63, repro,
2012-10-05,102.27, -35.89, -13.87, 2.01, 1.47, 6.17, repro,
2012-10-06,103.08, -35.64, -13.20, 2.08, 1.54, 6.48, repro,
2012-10-07,101.82, -35.39, -10.89, 1.65, 1.24, 5.07, repro,
2012-10-08,101.34, -36.61, -12.83, 1.87, 1.47, 5.84, repro,
2012-10-09,101.06, -35.93, -10.20, 1.63, 1.24, 4.97, repro,
2012-10-10,100.15, -36.61, -10.86, 1.45, 1.1, 4.43, repro,
2012-10-11,98.31, -38.23, 2.03, 2.94, 2.06, 10.1, repro,
2012-10-12,99.04, -37.90, -0.32, 2.66, 1.71, 9.1, repro,
2012-10-13,97.56, -38.07, -12.15, 5.96, 4.49, 36.74, repro,
2012-10-14,99.95, -38.64, -24.14, 7.25, 4.99, 65.2, repro,
2013-06-08,134.51, -46.38, -22.94, 3.66, 2.25, 12.64, rern6,
2013-06-09,134.43, -46.02, -22.00, 1.37, 0.98, 4.15, rern6,
2013-06-10,134.55, -47.39, -23.83, 1.38, 1, 4.19, rern6,
2013-06-11,134.68, -46.83, -17.32, 1.67, 1.2, 5.03, rern6,
2013-06-12,134.76, -47.11, -19.41, 1.49, 1.09, 4.47, rern6,
2013-06-13,134.07, -47.34, -17.03, 1.5, 1.08, 4.5, rern6,
2013-06-14,135.23, -47.11, -24.04, 1.45, 1.05, 4.36, rern6,
2013-06-15,133.99, -46.97, -19.26, 1.37, 1, 4.14, rern6,
2013-06-16,134.49, -47.65, -17.63, 1.38, 1, 4.16, rern6,
2013-06-17,134.71, -47.63, -15.30, 1.64, 1.19, 4.95, rern6,
2013-06-18,133.36, -47.89, -13.79, 1.82, 1.27, 5.37, rern6,
2013-06-19,135.74, -49.19, -17.90, 1.97, 1.4, 5.98, rern6,
2013-06-20,134.96, -47.19, -16.10, 1.43, 1.03, 4.33, rern6,
2013-06-21,135.17, -47.09, -15.42, 1.53, 1.1, 4.63, rern6,
2013-06-22,135.22, -48.18, -15.78, 1.45, 1.04, 4.4, rern6,
2013-06-23,134.45, -47.53, -4.02, 1.51, 1.08, 4.57, rern6,
2013-06-24,134.29, -47.39, -6.10, 1.52, 1.09, 4.6, rern6,
2013-06-25,134.98, -48.87, -6.44, 1.54, 1.1, 4.68, rern6,
2013-06-26,135.57, -47.56, -10.00, 1.49, 1.09, 4.55, rern6,
2013-06-27,134.49, -48.71, -17.93, 1.35, 0.99, 4.16, rern6,
2013-06-28,134.30, -48.80, -17.82, 1.51, 1.1, 4.67, rern6,
2013-06-29,135.24, -49.70, -16.39, 1.77, 1.28, 5.2, rern6,
2013-06-30,134.88, -47.90, -12.84, 1.6, 1.16, 4.89, rern6,
2013-07-01,135.18, -48.73, -15.19, 1.49, 1.08, 4.57, rern6,
2013-07-02,134.71, -48.85, -14.05, 1.43, 1.04, 4.37, rern6,
2013-07-03,133.74, -49.43, -11.54, 1.35, 0.98, 4.12, rern6,
2013-07-04,135.81, -49.32, -16.64, 1.36, 0.98, 4.14, rern6,
2013-07-05,135.41, -49.32, -18.69, 1.5, 1.1, 4.59, rern6,
2013-07-06,135.48, -48.40, -14.00, 1.62, 1.25, 5.01, rern6,
2013-07-07,136.93, -48.97, -16.89, 1.62, 1.23, 4.95, rern6,
2013-07-08,135.89, -47.81, -11.26, 1.4, 1.04, 4.29, rern6,
2013-07-09,135.05, -47.68, -13.23, 1.33, 0.99, 4.1, rern6,
2013-07-10,136.78, -47.65, -8.81, 1.52, 1.16, 4.68, rern6,
2013-07-11,136.27, -47.75, -15.03, 1.54, 1.13, 4.68, rern6,
2013-07-12,136.25, -48.50, -13.55, 1.34, 1, 4.13, rern6,
2013-07-13,138.62, -48.08, -17.32, 1.47, 1.09, 4.52, rern6,
2013-07-14,136.02, -48.76, -11.72, 1.58, 1.16, 4.86, rern6,
2013-07-15,136.64, -49.21, -13.52, 1.44, 1.09, 4.44, rern6,
2013-07-16,137.16, -49.67, -12.93, 1.77, 1.28, 5.42, rern6,
2013-07-17,136.69, -49.45, -13.25, 1.54, 1.13, 4.75, rern6,
2013-07-18,136.59, -47.81, -12.01, 1.61, 1.18, 4.96, rern6,
2013-07-19,138.00, -50.33, -14.82, 1.63, 1.19, 5.03, rern6,
2013-07-20,137.89, -50.39, -16.61, 1.56, 1.13, 4.77, rern6,
2013-07-21,136.48, -48.01, -11.44, 1.55, 1.14, 4.76, rern6,
2013-07-22,137.62, -49.60, -13.80, 1.5, 1.1, 4.64, rern6,
2013-07-23,137.09, -49.89, -16.92, 1.38, 1.01, 4.23, rern6,
2013-07-24,137.78, -49.95, -15.98, 1.45, 1.06, 4.57, rern6,
2013-07-25,137.57, -49.82, -14.47, 1.57, 1.15, 4.98, rern6,
2013-07-26,137.49, -50.35, -14.77, 1.47, 1.07, 4.51, rern6,
2013-07-27,137.92, -50.82, -18.54, 1.45, 1.06, 4.42, rern6,
2013-07-28,137.91, -50.96, -13.09, 1.31, 0.96, 4.04, rern6,
2013-07-29,138.12, -51.06, -12.36, 1.28, 0.94, 3.96, rern6,
2013-07-30,138.47, -51.15, -11.75, 1.27, 0.92, 3.9, rern6,
2013-07-31,138.17, -50.70, -13.96, 1.5, 1.08, 4.61, rern6,
2013-08-01,138.17, -50.46, -15.42, 1.62, 1.17, 5, rern6,
2013-08-02,139.39, -50.66, -12.27, 1.93, 1.38, 5.93, rern6,
2013-08-03,140.93, -52.47, -10.23, 2.13, 1.52, 6.53, rern6,
2013-08-04,137.62, -51.37, -5.81, 1.39, 1.01, 4.28, rern6,
2013-08-05,137.47, -50.17, -10.85, 1.33, 0.97, 4.09, rern6,
2013-08-06,139.29, -50.81, -8.68, 1.53, 1.11, 4.68, rern6,
2013-08-07,137.71, -50.22, -8.71, 1.92, 1.38, 5.92, rern6,
2013-08-08,139.07, -50.93, -10.88, 1.67, 1.2, 5.12, rern6,
2013-08-09,138.62, -51.43, -9.10, 1.66, 1.18, 5.05, rern6,
2013-08-10,139.07, -50.19, -7.16, 1.77, 1.26, 5.44, rern6,
2013-08-11,140.25, -50.65, -8.03, 1.75, 1.26, 5.39, rern6,
2013-08-12,141.37, -49.83, -10.92, 1.68, 1.22, 5.17, rern6,
2013-08-13,138.85, -48.97, -9.97, 1.68, 1.24, 5.23, rern6,
2013-08-14,141.75, -48.34, -2.36, 1.6, 1.19, 4.9, rern6,
2013-08-15,140.69, -50.14, -0.17, 1.66, 1.2, 5.04, rern6,
2013-08-16,140.75, -49.96, -3.83, 1.42, 1.05, 4.39, rern6,
2013-08-17,141.44, -50.59, -1.66, 1.58, 1.16, 4.89, rern6,
2013-08-18,139.97, -49.17, -1.93, 1.53, 1.12, 4.73, rern6,
2013-08-19,141.14, -49.91, -0.54, 1.52, 1.11, 4.68, rern6,
2013-08-20,140.75, -49.72, -2.95, 1.53, 1.14, 4.74, rern6,
2013-08-21,139.46, -49.97, -3.09, 1.48, 1.11, 4.58, rern6,
2013-08-22,140.62, -49.88, 0.61, 1.38, 1.02, 4.26, rern6,
2013-08-23,141.81, -49.76, -1.09, 1.51, 1.13, 4.68, rern6,
2013-08-24,139.44, -49.39, 1.83, 1.46, 1.08, 4.53, rern6,
2013-08-25,139.67, -49.36, -3.29, 1.41, 1.05, 4.35, rern6,
2013-08-26,140.07, -49.49, -3.28, 1.39, 1.02, 4.29, rern6,
2013-08-27,141.40, -49.97, -8.53, 1.64, 1.21, 5.07, rern6,
2013-08-28,139.39, -51.53, -5.22, 1.54, 1.14, 4.79, rern6,
2013-08-29,143.99, -49.82, -3.41, 1.82, 1.33, 5.57, rern6,
2013-08-30,141.60, -49.53, -2.46, 1.57, 1.15, 4.81, rern6,
2013-08-31,140.23, -50.51, -11.11, 1.73, 1.28, 5.36, rern6,
2013-09-01,141.13, -50.56, -4.25, 1.38, 1.02, 4.35, rern6,
2013-09-02,141.67, -50.32, -6.66, 1.56, 1.17, 4.91, rern6,
2013-09-03,144.24, -50.66, -6.49, 1.96, 1.43, 6.09, rern6,
2013-09-04,142.46, -51.18, -1.53, 1.74, 1.27, 5.4, rern6,
2013-09-05,142.42, -50.82, -4.25, 1.59, 1.21, 4.94, rern6,
2013-09-06,143.08, -50.90, -5.31, 1.74, 1.31, 5.43, rern6,
2013-09-07,144.37, -49.10, -10.27, 1.63, 1.23, 5.05, rern6,
2013-09-08,143.21, -47.59, -3.49, 1.71, 1.29, 5.31, rern6,
2013-09-09,143.90, -49.86, -5.59, 1.69, 1.28, 5.27, rern6,
2013-09-10,145.31, -48.93, -7.99, 1.77, 1.32, 5.5, rern6,
2013-09-11,144.42, -49.43, -6.37, 1.7, 1.28, 5.26, rern6,
2013-09-12,143.12, -49.25, -4.36, 1.51, 1.13, 4.62, rern6,
2013-09-13,144.85, -50.06, -4.77, 1.65, 1.21, 5.15, rern6,
2013-09-14,145.00, -50.16, -4.63, 1.9, 1.4, 5.98, rern6,
2013-09-15,143.74, -49.41, -8.05, 1.72, 1.29, 5.35, rern6,
2013-09-16,145.17, -50.45, -1.33, 1.44, 1.09, 4.53, rern6,
2013-09-17,144.62, -50.48, 1.51, 1.37, 1.04, 4.28, rern6,
2013-09-18,144.08, -49.79, -2.38, 1.42, 1.08, 4.42, rern6,
2013-09-19,144.30, -49.55, -2.25, 1.53, 1.16, 4.77, rern6,
2013-09-20,142.98, -48.44, 1.08, 1.53, 1.15, 4.77, rern6,
2013-09-21,144.53, -49.98, 3.92, 1.54, 1.16, 4.85, rern6,
2013-09-22,143.57, -49.95, 2.96, 1.41, 1.07, 4.39, rern6,
2013-09-23,143.78, -49.58, -1.70, 1.35, 1.03, 4.21, rern6,
2013-09-24,144.87, -50.63, -8.22, 1.44, 1.1, 4.45, rern6,
2013-09-25,146.87, -51.13, -8.81, 2.07, 1.52, 6.39, rern6,
2013-09-26,146.54, -49.67, -4.09, 1.42, 1.08, 4.4, rern6,
2013-09-27,146.14, -49.70, -0.39, 1.46, 1.1, 4.49, rern6,
2013-09-28,144.61, -48.81, 1.60, 1.32, 1.01, 4.07, rern6,
2013-09-29,145.29, -50.40, 3.64, 1.3, 0.99, 4.02, rern6,
2013-09-30,145.99, -50.87, -1.94, 1.24, 0.95, 3.86, rern6,
2013-10-01,145.89, -50.98, -1.43, 1.24, 0.95, 3.83, rern6,
2013-10-02,146.37, -51.33, -7.14, 1.69, 1.27, 5.13, rern6,
2013-10-03,145.25, -50.94, -6.98, 1.6, 1.19, 4.99, rern6,
2013-10-04,146.00, -51.05, -7.98, 1.53, 1.09, 4.61, rern6,
2013-10-05,145.21, -51.77, -11.10, 1.28, 0.97, 3.93, rern6,
2013-10-06,145.56, -52.30, -7.13, 1.33, 1.01, 4.11, rern6,
2013-10-07,144.06, -51.92, -1.26, 1.47, 1.11, 4.58, rern6,
2013-10-08,146.44, -51.66, -4.59, 1.38, 1.04, 4.28, rern6,
2013-10-09,149.83, -54.34, -10.40, 2.07, 1.49, 6.4, rern6,
2013-10-10,147.45, -52.26, -3.14, 1.52, 1.13, 4.66, rern6,
2013-10-11,147.30, -52.50, -4.78, 1.47, 1.05, 4.37, rern6,
2013-10-12,148.24, -51.94, -1.32, 1.51, 1.13, 4.62, rern6,
2013-10-13,148.50, -52.36, 0.84, 1.83, 1.33, 5.61, rern6,
2013-10-14,148.71, -52.05, -8.28, 1.92, 1.38, 5.81, rern6,
2013-10-15,148.81, -52.74, -13.52, 1.63, 1.2, 4.98, rern6,
2013-10-16,148.85, -51.96, -11.95, 1.85, 1.34, 5.62, rern6,
2013-10-17,149.99, -51.33, -10.79, 1.79, 1.31, 5.47, rern6,
2013-10-18,151.06, -51.65, -7.71, 1.76, 1.3, 5.31, rern6,
2013-10-19,150.11, -50.55, -4.34, 1.77, 1.31, 5.38, rern6,
2013-10-20,151.15, -51.33, -6.57, 1.83, 1.34, 5.51, rern6,
2013-10-21,149.87, -51.00, -10.69, 1.65, 1.22, 4.95, rern6,
2013-10-22,150.05, -51.97, -8.32, 1.81, 1.34, 5.49, rern6,
2013-10-23,149.27, -51.88, -10.09, 1.46, 1.09, 4.38, rern6,
2013-10-24,149.64, -52.18, -2.13, 1.55, 1.13, 4.63, rern6,
2013-10-25,148.67, -53.27, -5.25, 1.51, 1.11, 4.55, rern6,
2013-10-26,148.41, -51.89, -3.33, 1.55, 1.14, 4.68, rern6,
2013-10-27,150.74, -51.97, -9.00, 1.75, 1.26, 5.28, rern6,
2013-10-28,151.65, -51.45, -6.94, 2.34, 1.63, 7.14, rern6,
2013-10-29,149.73, -52.16, -1.31, 1.93, 1.53, 5.72, rern6,
2013-10-30,151.63, -51.43, 0.19, 1.74, 1.3, 5.19, rern6,
2013-10-31,150.51, -51.11, 2.30, 1.39, 1.04, 4.2, rern6,
2013-11-01,150.79, -51.63, -1.30, 1.39, 1.04, 4.1, rern6,
2013-11-02,150.83, -51.89, -10.26, 1.43, 1.07, 4.33, rern6,
2013-11-03,151.06, -51.64, -4.30, 1.51, 1.13, 4.55, rern6,
2013-11-04,150.83, -51.88, -2.89, 1.43, 1.07, 4.32, rern6,
2013-11-05,150.64, -52.75, -5.41, 1.6, 1.2, 4.87, rern6,
2013-11-06,151.38, -53.16, -10.11, 1.32, 0.97, 4.01, rern6,
2013-11-07,152.14, -52.91, -8.04, 1.53, 1.13, 4.66, rern6,
2013-11-08,151.80, -53.63, -3.45, 1.39, 1.01, 4.18, rern6,
2013-11-09,151.76, -54.16, -5.84, 1.55, 1.14, 4.73, rern6,
2013-11-10,151.83, -54.27, -7.11, 1.45, 1.06, 4.39, rern6,
2013-11-11,150.83, -54.63, -4.18, 1.56, 1.13, 4.74, rern6,
2013-11-12,151.13, -54.83, -4.26, 1.56, 1.12, 4.73, rern6,
2013-11-13,151.91, -55.10, -8.56, 1.51, 1.09, 4.57, rern6,
2013-11-14,152.50, -55.96, -7.12, 1.89, 1.35, 5.72, rern6,
2013-11-15,150.51, -56.59, -5.50, 1.89, 1.33, 5.73, rern6,
2013-11-16,155.46, -62.37, -0.56, 1.78, 1.29, 5.41, rern6,
2013-11-17,155.53, -55.73, -11.45, 1.74, 1.25, 5.26, rern6,
2013-11-18,153.82, -55.16, -10.22, 1.41, 1.02, 4.24, rern6,
2013-11-19,153.76, -55.08, -11.87, 1.38, 1, 4.28, rern6,
2013-11-20,152.84, -55.22, -6.56, 1.27, 0.91, 3.83, rern6,
2013-11-21,153.26, -55.42, -6.99, 1.25, 0.9, 3.76, rern6,
2013-11-22,154.47, -55.12, -8.31, 1.64, 1.17, 4.98, rern6,
2013-11-23,154.12, -56.20, -7.74, 1.54, 1.11, 4.64, rern6,
2013-11-24,156.90, -56.05, -8.76, 1.64, 1.18, 4.93, rern6,
2013-11-25,154.21, -55.61, -6.43, 1.45, 1.04, 4.38, rern6,
2013-11-26,153.90, -55.88, -7.45, 1.32, 0.93, 3.95, rern6,
2013-11-27,154.37, -55.71, -7.06, 1.33, 0.96, 4.02, rern6,
2013-11-28,153.76, -55.19, -5.63, 1.63, 1.15, 4.86, rern6,
2013-11-29,153.56, -55.40, -5.28, 1.45, 1.03, 4.37, rern6,
2013-11-30,154.40, -54.85, -5.86, 1.58, 1.13, 4.78, rern6,
2013-12-01,155.74, -56.37, -2.89, 1.62, 1.15, 4.91, rern6,
2013-12-02,155.60, -56.88, -14.63, 2.14, 1.68, 6.29, rern6,
2013-12-03,156.27, -56.71, -21.79, 1.31, 0.95, 3.9, rern6,
2013-12-04,155.59, -57.14, -19.12, 1.41, 1.01, 4.26, rern6,
2013-12-05,155.08, -57.49, -15.88, 1.56, 1.16, 4.7, rern6,
2013-12-06,156.30, -56.75, -13.91, 1.45, 1.04, 4.36, rern6,
2013-12-07,156.06, -57.97, -11.44, 1.28, 0.92, 3.89, rern6,
2013-12-08,155.41, -57.19, -11.50, 1.45, 1.04, 4.37, rern6,
2013-12-09,155.36, -57.77, -12.06, 1.59, 1.13, 4.82, rern6,
2013-12-10,155.40, -58.76, -8.57, 1.33, 0.95, 4.02, rern6,
2013-12-11,154.61, -58.12, -10.28, 1.38, 0.98, 4.18, rern6,
2013-12-12,154.79, -58.30, -6.91, 1.36, 0.96, 4.07, rern6,
2013-12-13,155.67, -58.11, -4.25, 1.34, 0.95, 4.04, rern6,
2013-12-14,155.53, -59.40, 2.12, 1.53, 1.08, 4.65, rern6,
2013-12-15,155.63, -58.73, 1.10, 1.38, 0.98, 4.18, rern6,
2013-12-16,155.56, -58.58, -4.68, 1.25, 0.89, 3.78, rern6,
2013-12-17,156.12, -59.35, -6.44, 1.24, 0.88, 3.77, rern6,
2013-12-18,156.56, -58.63, -7.57, 1.28, 0.91, 3.89, rern6,
2013-12-19,156.55, -58.16, -5.54, 1.36, 0.96, 4.15, rern6,
2013-12-20,156.51, -57.80, -4.50, 1.34, 0.94, 4.06, rern6,
2013-12-21,157.28, -63.68, -9.66, 1.73, 1.23, 5.22, rern6,
2013-12-22,154.74, -58.31, -5.35, 1.45, 1.04, 4.41, rern6,
2013-12-23,156.60, -61.14, -9.24, 1.75, 1.33, 5.11, rern6,
2013-12-24,157.73, -58.25, -12.52, 1.57, 1.13, 4.75, rern6,
2013-12-25,156.03, -57.61, -6.57, 1.73, 1.35, 5.21, rern6,
2013-12-26,156.82, -57.32, -6.83, 1.41, 1.15, 4.02, rern6,
2013-12-27,157.28, -60.45, -11.40, 1.63, 1.18, 4.91, rern6,
2013-12-28,159.99, -61.29, -8.41, 1.66, 1.18, 5.08, rern6,
2013-12-29,158.13, -57.69, -16.76, 1.52, 1.09, 4.64, rern6,
2013-12-30,157.67, -58.40, -11.63, 1.52, 1.1, 4.68, rern6,
2013-12-31,158.69, -58.29, -11.10, 1.56, 1.13, 4.85, rern6,
2014-01-01,159.89, -56.26, -5.10, 1.9, 1.35, 5.85, rern6,
2014-01-02,157.73, -57.79, -6.57, 1.62, 1.17, 4.93, rern6,
2014-01-03,158.93, -57.34, -14.07, 1.52, 1.24, 4.42, rern6,
2014-01-04,157.93, -57.23, -18.35, 1.62, 1.17, 4.93, rern6,
2014-01-05,158.75, -57.52, -16.50, 1.68, 1.21, 5.1, rern6,
2014-01-06,158.48, -56.59, -14.27, 1.53, 1.14, 4.63, rern6,
2014-01-07,158.09, -57.01, -12.44, 1.53, 1.11, 4.62, rern6,
2014-01-08,159.01, -57.50, -7.52, 1.56, 1.12, 4.73, rern6,
2014-01-09,157.82, -56.73, -6.64, 1.51, 1.09, 4.56, rern6,
